# nanos																																																						
61	

# nedades																																																						
12	

# edad_min																																																							
2	

# ntallas																																																				
56	

# Ind																																																			
1960	1	0.05	0	0.2	264
1961	1	0.05	0	0.2	264
1962	2	0.05	0	0.2	264
1963	1	0.05	0	0.2	264
1964	2	0.05	0	0.2	264
1965	1	0.05	0	0.2	264
1966	1	0.05	0	0.2	264
1967	38	0.05	0	0.2	264
1968	67	0.05	0	0.2	264
1969	42	0.05	0	0.2	264
1970	21	0.05	0	0.2	264
1971	8	0.05	0	0.2	264
1972	42	0.05	0	0.2	264
1973	45	0.05	0	0.2	264
1974	44	0.05	0	0.2	264
1975	56	0.05	0	0.2	264
1976	207	0.05	0	0.2	264
1977	813	0.05	0	0.2	264
1978	465	0.05	0	0.2	264
1979	490	0.05	0	0.2	264
1980	21	0.05	0	0.2	264
1981	357	0.05	0	0.2	264
1982	35	0.05	0	0.2	264
1983	28	0.05	0	0.2	264
1984	46	0.05	0	0.2	264
1985	18209	0.05	0	0.2	264
1986	14934	0.05	0	0.2	264
1987	14527	0.05	0	0.2	264
1988	12585	0.05	0	0.2	264
1989	15119	0.05	0	0.2	264
1990	9012	0.05	0	0.2	264
1991	11609	0.05	0	0.2	264
1992	15518	0.05	0	0.2	264
1993	11627	0.05	0	0.2	264
1994	13357	0.05	0	0.2	264
1995	15271	0.05	0	0.2	264
1996	17843	0.05	85.3	0.2	264
1997	7414	0.05	107.4	0.2	264
1998	10911	0.05	121.7	0.2	264
1999	18548	0.05	131.4	0.2	264
2000	26761	0.05	152.5	0.2	264
2001	25398	0.05	137.9	0.2	264
2002	23362	0.05	106.8	0.2	264
2003	15033	0.05	115.4	0.2	264
2004	13259	0.05	102.3	0.2	264
2005	13874	0.05	98.2	0.2	264
2006	11043	0.05	130.4	0.2	264
2007	8230	0.05	119.9	0.2	264
2008	8818	0.05	136.3	0.2	264
2009	9625	0.05	125.7	0.2	264
2010	7438	0.05	132.1	0.2	264
2011	12565	0.05	175.2	0.2	264
2012	13479	0.05	171.6	0.2	264
2013	13963	0.05	168.4	0.2	264
2014	13288	0.05	133.1	0.2	264
2015	10577	0.05	151.6	0.2	264
2016	8537	0.05	129.7	0.2	264
2017	9139	0.05	117.7	0.2	264
2018	10532	0.05	130.3	0.2	264
2019	10004	0.05	123.0	0.2	264
2020	6496	0.05	123.0	0.2	264

# Tallas																																																							
30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140
																																																							
# Frec_Tallas																																																							
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
